datetime,row,e_invoice_number,sales_date,quantity_sold_mt,registration_type,entity_name,seller_gst,buyer_gst,epr_invoice_number,status,message
2026-05-27T07:18:35.147Z,46,25219120,2025-11-25,16.85,Unregistered,SHAKTI POLYMERS,03AAICM5508J1ZI,07AAGPJ3138C1Z5,Confirm Entered Details×Please check and confirm the following details. These details cannot be changed later.Registration TypeUnregisteredStateDELHIQuantity Sold(MT)16.85Name of the EntitySHAKTI POLYMERSAddressNEW DELHIDistrictNew DelhiGST No. of Seller03AAICM5508J1ZIGST No. of Buyer07AAGPJ3138C1Z5hsnCode39021000invno25219120Bank Account No001581400000054IFSC CodeYESB0000015Principal Amount(₹)934050GST Amount(₹)168129Sales date2025-11-25CancelConfirm,Filled,"×
Error
Sales to registered PWP is not allowed !"
2026-05-27T07:18:41.348Z,48,25219122,2025-11-26,15,Unregistered,SHAKTI POLYMERS,03AAICM5508J1ZI,07AAGPJ3138C1Z5,Confirm Entered Details×Please check and confirm the following details. These details cannot be changed later.Registration TypeUnregisteredStateDELHIDistrictNew DelhiQuantity Sold(MT)15Name of the EntitySHAKTI POLYMERSAddressNEW DELHIGST No. of Seller03AAICM5508J1ZIGST No. of Buyer07AAGPJ3138C1Z5hsnCode39021000invno25219122Bank Account No001581400000054IFSC CodeYESB0000015Principal Amount(₹)817500GST Amount(₹)147150Sales date2025-11-26CancelConfirm,Filled,"×
Error
Sales to registered PWP is not allowed !"
2026-05-27T07:18:47.669Z,56,25219124,2025-11-28,15.8,Unregistered,SHAKTI POLYMERS,03AAICM5508J1ZI,07AAGPJ3138C1Z5,Confirm Entered Details×Please check and confirm the following details. These details cannot be changed later.Registration TypeUnregisteredStateDELHIDistrictNew DelhiQuantity Sold(MT)15.8Name of the EntitySHAKTI POLYMERSAddressNEW DELHIGST No. of Seller03AAICM5508J1ZIGST No. of Buyer07AAGPJ3138C1Z5hsnCode39021000invno25219124Bank Account No001581400000054IFSC CodeYESB0000015Principal Amount(₹)861100GST Amount(₹)154998Sales date2025-11-28CancelConfirm,Filled,"×
Error
Sales to registered PWP is not allowed !"
2026-05-27T07:18:53.894Z,61,25219125,2025-11-29,15,Unregistered,PB POLYMER,03AAICM5508J1ZI,07AAJPA6266B1Z2,Confirm Entered Details×Please check and confirm the following details. These details cannot be changed later.Registration TypeUnregisteredStateDELHIQuantity Sold(MT)15Name of the EntityPB POLYMERAddressDelhiDistrictCentral DelhiGST No. of Seller03AAICM5508J1ZIGST No. of Buyer07AAJPA6266B1Z2hsnCode39021000invno25219125Bank Account No001581400000054IFSC CodeYESB0000015Principal Amount(₹)817500GST Amount(₹)147150Sales date2025-11-29CancelConfirm,Filled,"×
Error
Sales to registered PWP is not allowed !"
2026-05-27T07:19:00.210Z,67,25219131,2025-12-11,15,Unregistered,SHAKTI POLYMERS,03AAICM5508J1ZI,07AAGPJ3138C1Z5,Confirm Entered Details×Please check and confirm the following details. These details cannot be changed later.Registration TypeUnregisteredStateDELHIQuantity Sold(MT)15Name of the EntitySHAKTI POLYMERSAddressNEW DELHIDistrictNew DelhiGST No. of Seller03AAICM5508J1ZIGST No. of Buyer07AAGPJ3138C1Z5hsnCode39021000invno25219131Bank Account No001581400000054IFSC CodeYESB0000015Principal Amount(₹)817500GST Amount(₹)147150Sales date2025-12-11CancelConfirm,Filled,"×
Error
Sales to registered PWP is not allowed !"
2026-05-27T07:19:06.455Z,69,25219133,2025-12-13,15,Unregistered,SHAKTI POLYMERS,03AAICM5508J1ZI,07AAGPJ3138C1Z5,Confirm Entered Details×Please check and confirm the following details. These details cannot be changed later.Registration TypeUnregisteredStateDELHIDistrictNew DelhiQuantity Sold(MT)15Name of the EntitySHAKTI POLYMERSAddressNEW DELHIGST No. of Seller03AAICM5508J1ZIGST No. of Buyer07AAGPJ3138C1Z5hsnCode39021000invno25219133Bank Account No001581400000054IFSC CodeYESB0000015Principal Amount(₹)817500GST Amount(₹)147150Sales date2025-12-13CancelConfirm,Filled,"×
Error
Sales to registered PWP is not allowed !"
2026-05-27T07:19:12.682Z,75,25219139,2025-12-19,15,Unregistered,SHAKTI POLYMERS,03AAICM5508J1ZI,07AAGPJ3138C1Z5,Confirm Entered Details×Please check and confirm the following details. These details cannot be changed later.Registration TypeUnregisteredStateDELHIDistrictNew DelhiQuantity Sold(MT)15Name of the EntitySHAKTI POLYMERSAddressNEW DELHIGST No. of Seller03AAICM5508J1ZIGST No. of Buyer07AAGPJ3138C1Z5hsnCode39021000invno25219139Bank Account No001581400000054IFSC CodeYESB0000015Principal Amount(₹)891425GST Amount(₹)160456.5Sales date2025-12-19CancelConfirm,Filled,"×
Error
Sales to registered PWP is not allowed !"
2026-05-27T07:19:18.900Z,76,25219141,2025-12-23,16.175,Unregistered,SHAKTI POLYMERS,03AAICM5508J1ZI,07AAGPJ3138C1Z5,Confirm Entered Details×Please check and confirm the following details. These details cannot be changed later.Registration TypeUnregisteredStateDELHIDistrictNew DelhiQuantity Sold(MT)16.18Name of the EntitySHAKTI POLYMERSAddressNEW DELHIGST No. of Seller03AAICM5508J1ZIGST No. of Buyer07AAGPJ3138C1Z5hsnCode39021000invno25219141Bank Account No001581400000054IFSC CodeYESB0000015Principal Amount(₹)881537.5GST Amount(₹)158676.75Sales date2025-12-23CancelConfirm,Filled,"×
Error
Sales to registered PWP is not allowed !"
2026-05-27T07:19:25.043Z,84,25219143,2025-12-29,15,Unregistered,PB POLYMER,03AAICM5508J1ZI,07AAJPA6266B1Z2,Confirm Entered Details×Please check and confirm the following details. These details cannot be changed later.Registration TypeUnregisteredStateDELHIQuantity Sold(MT)15Name of the EntityPB POLYMERAddressDelhiDistrictCentral DelhiGST No. of Seller03AAICM5508J1ZIGST No. of Buyer07AAJPA6266B1Z2hsnCode39021000invno25219143Bank Account No001581400000054IFSC CodeYESB0000015Principal Amount(₹)817500GST Amount(₹)147150Sales date2025-12-29CancelConfirm,Filled,"×
Error
Sales to registered PWP is not allowed !"
2026-05-27T07:19:31.309Z,85,25219144,2025-12-30,15,Unregistered,PB POLYMER,03AAICM5508J1ZI,07AAJPA6266B1Z2,Confirm Entered Details×Please check and confirm the following details. These details cannot be changed later.Registration TypeUnregisteredStateDELHIDistrictCentral DelhiQuantity Sold(MT)15Name of the EntityPB POLYMERAddressDelhiGST No. of Seller03AAICM5508J1ZIGST No. of Buyer07AAJPA6266B1Z2hsnCode39021000invno25219144Bank Account No001581400000054IFSC CodeYESB0000015Principal Amount(₹)817500GST Amount(₹)147150Sales date2025-12-30CancelConfirm,Filled,"×
Error
Sales to registered PWP is not allowed !"
2026-05-27T07:19:37.606Z,87,25219146,2025-12-31,12.825,Unregistered,SHAKTI POLYMERS,03AAICM5508J1ZI,07AAGPJ3138C1Z5,Confirm Entered Details×Please check and confirm the following details. These details cannot be changed later.Registration TypeUnregisteredStateDELHIQuantity Sold(MT)12.82Name of the EntitySHAKTI POLYMERSAddressNEW DELHIDistrictNew DelhiGST No. of Seller03AAICM5508J1ZIGST No. of Buyer07AAGPJ3138C1Z5hsnCode39021000invno25219146Bank Account No001581400000054IFSC CodeYESB0000015Principal Amount(₹)698962.5GST Amount(₹)125813.25Sales date2025-12-31CancelConfirm,Filled,"×
Error
Sales to registered PWP is not allowed !"
2026-05-27T07:19:44.100Z,97,25239101,2026-01-14,10,Unregistered,TNC-INC SOLUTIONS PRIVATE LIMITED,03AAICM5508J1ZI,03AAKCT7404L1Z6,Confirm Entered Details×Please check and confirm the following details. These details cannot be changed later.Registration TypeUnregisteredQuantity Sold(MT)10Name of the EntityTNC-INC SOLUTIONS PRIVATE LIMITEDAddressMOHALIStatePUNJABDistrictSahibzada Ajit Singh Nagar (Mohali)GST No. of Seller03AAICM5508J1ZIGST No. of Buyer03AAKCT7404L1Z6hsnCode39021000invno25239101Bank Account No001581400000054IFSC CodeYESB0000015Principal Amount(₹)555000GST Amount(₹)99900Sales date2026-01-14CancelConfirm,Filled,"×
Error
Sales to registered PWP is not allowed !"
2026-05-27T07:19:50.576Z,100,25219155,2026-01-23,9.4,Unregistered,SHAKTI POLYMERS,03AAICM5508J1ZI,07AAGPJ3138C1Z5,Confirm Entered Details×Please check and confirm the following details. These details cannot be changed later.Registration TypeUnregisteredQuantity Sold(MT)9.4Name of the EntitySHAKTI POLYMERSAddressNEW DELHIStateDELHIDistrictNew DelhiGST No. of Seller03AAICM5508J1ZIGST No. of Buyer07AAGPJ3138C1Z5hsnCode39021000invno25219155Bank Account No001581400000054IFSC CodeYESB0000015Principal Amount(₹)502900GST Amount(₹)90522Sales date2026-01-23CancelConfirm,Filled,"×
Error
Sales to registered PWP is not allowed !"
2026-05-27T07:19:57.112Z,105,25239105,2026-01-27,10.325,Unregistered,TNC-INC SOLUTIONS PRIVATE LIMITED,03AAICM5508J1ZI,03AAKCT7404L1Z6,Confirm Entered Details×Please check and confirm the following details. These details cannot be changed later.Registration TypeUnregisteredQuantity Sold(MT)10.32Name of the EntityTNC-INC SOLUTIONS PRIVATE LIMITEDAddressMOHALIStatePUNJABDistrictSahibzada Ajit Singh Nagar (Mohali)GST No. of Seller03AAICM5508J1ZIGST No. of Buyer03AAKCT7404L1Z6hsnCode39021000invno25239105Bank Account No001581400000054IFSC CodeYESB0000015Principal Amount(₹)666375GST Amount(₹)119947.5Sales date2026-01-27CancelConfirm,Filled,"×
Error
Sales to registered PWP is not allowed !"
2026-05-27T07:20:03.542Z,118,25219164,2026-02-14,15,Unregistered,SHAKTI POLYMERS,03AAICM5508J1ZI,07AAGPJ3138C1Z5,Confirm Entered Details×Please check and confirm the following details. These details cannot be changed later.Registration TypeUnregisteredQuantity Sold(MT)15Name of the EntitySHAKTI POLYMERSAddressNEW DELHIStateDELHIDistrictNew DelhiGST No. of Seller03AAICM5508J1ZIGST No. of Buyer07AAGPJ3138C1Z5hsnCode39021000invno25219164Bank Account No001581400000054IFSC CodeYESB0000015Principal Amount(₹)855000GST Amount(₹)153900Sales date2026-02-14CancelConfirm,Filled,"×
Error
Sales to registered PWP is not allowed !"
2026-05-27T07:20:10.054Z,150,25219192,2026-03-30,30,Unregistered,SAGAR POLYMERS,03AAICM5508J1ZI,26ABLFS2221D1ZI,"Confirm Entered Details×Please check and confirm the following details. These details cannot be changed later.Registration TypeUnregisteredQuantity Sold(MT)30Name of the EntitySAGAR POLYMERSAddressDAMAN, DADRA AND NAGAR HAVELIStateDADRA AND NAGAR HAVELI AND DAMAN AND DIUDistrictDadra & Nagar HaveliGST No. of Seller03AAICM5508J1ZIGST No. of Buyer26ABLFS2221D1ZIhsnCode39021000invno25219192Bank Account No001581400000054IFSC CodeYESB0000015Principal Amount(₹)3540000GST Amount(₹)637200Sales date2026-03-30CancelConfirm",Filled,"×
Error
Sales to registered PWP is not allowed !"
2026-05-27T07:20:16.556Z,159,25015003,2025-04-01,9,Unregistered,SHAKTI PLAST CHEM PRIVATE LIMITED,03AAICM5508J1ZI,07ABKCS4860N1ZN,Confirm Entered Details×Please check and confirm the following details. These details cannot be changed later.Registration TypeUnregisteredQuantity Sold(MT)9Name of the EntitySHAKTI PLAST CHEM PRIVATE LIMITEDAddressNEW DELHIStateDELHIDistrictNew DelhiGST No. of Seller03AAICM5508J1ZIGST No. of Buyer07ABKCS4860N1ZNhsnCode39021000invno25015003Bank Account No001581400000054IFSC CodeYESB0000015Principal Amount(₹)733555.5GST Amount(₹)132039.99Sales date2025-04-01CancelConfirm,Filled,"×
Error
Sales to registered PWP is not allowed !"
2026-05-27T07:20:22.482Z,163,25015025,2025-04-03,9,Unregistered,SHAKTI PLAST CHEM PRIVATE LIMITED,03AAICM5508J1ZI,07ABKCS4860N1ZN,Confirm Entered Details×Please check and confirm the following details. These details cannot be changed later.Registration TypeUnregisteredStateDELHIDistrictNew DelhiQuantity Sold(MT)9Name of the EntitySHAKTI PLAST CHEM PRIVATE LIMITEDAddressNEW DELHIGST No. of Seller03AAICM5508J1ZIGST No. of Buyer07ABKCS4860N1ZNhsnCode39021000invno25015025Bank Account No001581400000054IFSC CodeYESB0000015Principal Amount(₹)743372.5GST Amount(₹)133807.05Sales date2025-04-03CancelConfirm,Filled,"×
Error
Sales to registered PWP is not allowed !"
2026-05-27T07:20:28.445Z,165,25015060,2025-04-04,15,Unregistered,SHAKTI POLYMERS,03AAICM5508J1ZI,07AAGPJ3138C1Z5,Confirm Entered Details×Please check and confirm the following details. These details cannot be changed later.Registration TypeUnregisteredStateDELHIDistrictNew DelhiQuantity Sold(MT)15Name of the EntitySHAKTI POLYMERSAddressNEW DELHIGST No. of Seller03AAICM5508J1ZIGST No. of Buyer07AAGPJ3138C1Z5hsnCode39021000invno25015060Bank Account No001581400000054IFSC CodeYESB0000015Principal Amount(₹)1342500GST Amount(₹)241650Sales date2025-04-04CancelConfirm,Filled,"×
Error
Sales to registered PWP is not allowed !"
2026-05-27T07:20:34.446Z,169,25015093,2025-04-05,9,Unregistered,SHAKTI PLAST CHEM PRIVATE LIMITED,03AAICM5508J1ZI,07ABKCS4860N1ZN,Confirm Entered Details×Please check and confirm the following details. These details cannot be changed later.Registration TypeUnregisteredStateDELHIDistrictNew DelhiQuantity Sold(MT)9Name of the EntitySHAKTI PLAST CHEM PRIVATE LIMITEDAddressNEW DELHIGST No. of Seller03AAICM5508J1ZIGST No. of Buyer07ABKCS4860N1ZNhsnCode39021000invno25015093Bank Account No001581400000054IFSC CodeYESB0000015Principal Amount(₹)696946.5GST Amount(₹)125450.37Sales date2025-04-05CancelConfirm,Filled,"×
Error
Sales to registered PWP is not allowed !"
2026-05-27T07:20:40.372Z,171,25015126,2025-04-07,9,Unregistered,SHAKTI PLAST CHEM PRIVATE LIMITED,03AAICM5508J1ZI,07ABKCS4860N1ZN,Confirm Entered Details×Please check and confirm the following details. These details cannot be changed later.Registration TypeUnregisteredStateDELHIDistrictNew DelhiQuantity Sold(MT)9Name of the EntitySHAKTI PLAST CHEM PRIVATE LIMITEDAddressNEW DELHIGST No. of Seller03AAICM5508J1ZIGST No. of Buyer07ABKCS4860N1ZNhsnCode39021000invno25015126Bank Account No001581400000054IFSC CodeYESB0000015Principal Amount(₹)748260GST Amount(₹)134686.8Sales date2025-04-07CancelConfirm,Filled,"×
Error
Sales to registered PWP is not allowed !"
2026-05-27T07:20:46.268Z,174,25015145,2025-04-08,9,Unregistered,SHAKTI PLAST CHEM PRIVATE LIMITED,03AAICM5508J1ZI,07ABKCS4860N1ZN,Confirm Entered Details×Please check and confirm the following details. These details cannot be changed later.Registration TypeUnregisteredStateDELHIDistrictNew DelhiQuantity Sold(MT)9Name of the EntitySHAKTI PLAST CHEM PRIVATE LIMITEDAddressNEW DELHIGST No. of Seller03AAICM5508J1ZIGST No. of Buyer07ABKCS4860N1ZNhsnCode39021000invno25015145Bank Account No001581400000054IFSC CodeYESB0000015Principal Amount(₹)708840GST Amount(₹)127591.2Sales date2025-04-08CancelConfirm,Filled,"×
Error
Sales to registered PWP is not allowed !"
2026-05-27T07:20:52.154Z,179,25015199,2025-04-10,9,Unregistered,SHAKTI PLAST CHEM PRIVATE LIMITED,03AAICM5508J1ZI,07ABKCS4860N1ZN,Confirm Entered Details×Please check and confirm the following details. These details cannot be changed later.Registration TypeUnregisteredStateDELHIDistrictNew DelhiQuantity Sold(MT)9Name of the EntitySHAKTI PLAST CHEM PRIVATE LIMITEDAddressNEW DELHIGST No. of Seller03AAICM5508J1ZIGST No. of Buyer07ABKCS4860N1ZNhsnCode39021000invno25015199Bank Account No001581400000054IFSC CodeYESB0000015Principal Amount(₹)714870GST Amount(₹)128676.6Sales date2025-04-10CancelConfirm,Filled,"×
Error
Sales to registered PWP is not allowed !"
2026-05-27T07:20:58.375Z,182,25015211,2025-04-10,10,Unregistered,PEECO POLYTECH PRIVATE LIMITED,03AAICM5508J1ZI,06AAECP9388H2ZV,Confirm Entered Details×Please check and confirm the following details. These details cannot be changed later.Registration TypeUnregisteredQuantity Sold(MT)10Name of the EntityPEECO POLYTECH PRIVATE LIMITEDAddressSONIPATStateHARYANADistrictSonipatGST No. of Seller03AAICM5508J1ZIGST No. of Buyer06AAECP9388H2ZVhsnCode39021000invno25015211Bank Account No001581400000054IFSC CodeYESB0000015Principal Amount(₹)820000GST Amount(₹)147600Sales date2025-04-10CancelConfirm,Filled,"×
Error
Sales to registered PWP is not allowed !"
2026-05-27T07:21:04.412Z,183,25015277,2025-04-14,9,Unregistered,SHAKTI PLAST CHEM PRIVATE LIMITED,03AAICM5508J1ZI,07ABKCS4860N1ZN,Confirm Entered Details×Please check and confirm the following details. These details cannot be changed later.Registration TypeUnregisteredQuantity Sold(MT)9Name of the EntitySHAKTI PLAST CHEM PRIVATE LIMITEDAddressNEW DELHIStateDELHIDistrictNew DelhiGST No. of Seller03AAICM5508J1ZIGST No. of Buyer07ABKCS4860N1ZNhsnCode39021000invno25015277Bank Account No001581400000054IFSC CodeYESB0000015Principal Amount(₹)748260GST Amount(₹)134686.8Sales date2025-04-14CancelConfirm,Filled,"×
Error
Sales to registered PWP is not allowed !"
2026-05-27T07:21:10.448Z,186,25015281,2025-04-14,15,Unregistered,ANAND TWINES MANUFACTURING PRIVATE LIMITED,03AAICM5508J1ZI,09AAMCA0123H1ZY,Confirm Entered Details×Please check and confirm the following details. These details cannot be changed later.Registration TypeUnregisteredQuantity Sold(MT)15Name of the EntityANAND TWINES MANUFACTURING PRIVATE LIMITEDAddressNOIDAStateUTTAR PRADESHDistrictGautam Buddha NagarGST No. of Seller03AAICM5508J1ZIGST No. of Buyer09AAMCA0123H1ZYhsnCode39021000invno25015281Bank Account No001581400000054IFSC CodeYESB0000015Principal Amount(₹)1323750GST Amount(₹)238275Sales date2025-04-14CancelConfirm,Filled,"×
Error
Sales to registered PWP is not allowed !"
2026-05-27T07:21:16.583Z,187,25015282,2025-04-14,15,Unregistered,SHAKTI POLYMERS,03AAICM5508J1ZI,07AAGPJ3138C1Z5,Confirm Entered Details×Please check and confirm the following details. These details cannot be changed later.Registration TypeUnregisteredQuantity Sold(MT)15Name of the EntitySHAKTI POLYMERSAddressNEW DELHIStateDELHIDistrictNew DelhiGST No. of Seller03AAICM5508J1ZIGST No. of Buyer07AAGPJ3138C1Z5hsnCode39021000invno25015282Bank Account No001581400000054IFSC CodeYESB0000015Principal Amount(₹)1260000GST Amount(₹)226800Sales date2025-04-14CancelConfirm,Filled,"×
Error
Sales to registered PWP is not allowed !"
2026-05-27T07:21:22.477Z,190,25015338,2025-04-16,9,Unregistered,SHAKTI PLAST CHEM PRIVATE LIMITED,03AAICM5508J1ZI,07ABKCS4860N1ZN,Confirm Entered Details×Please check and confirm the following details. These details cannot be changed later.Registration TypeUnregisteredStateDELHIDistrictNew DelhiQuantity Sold(MT)9Name of the EntitySHAKTI PLAST CHEM PRIVATE LIMITEDAddressNEW DELHIGST No. of Seller03AAICM5508J1ZIGST No. of Buyer07ABKCS4860N1ZNhsnCode39021000invno25015338Bank Account No001581400000054IFSC CodeYESB0000015Principal Amount(₹)748260GST Amount(₹)134686.8Sales date2025-04-16CancelConfirm,Filled,"×
Error
Sales to registered PWP is not allowed !"
2026-05-27T07:21:28.571Z,193,25015341,2025-04-16,15,Unregistered,ANAND TWINES MANUFACTURING PRIVATE LIMITED,03AAICM5508J1ZI,09AAMCA0123H1ZY,Confirm Entered Details×Please check and confirm the following details. These details cannot be changed later.Registration TypeUnregisteredQuantity Sold(MT)15Name of the EntityANAND TWINES MANUFACTURING PRIVATE LIMITEDAddressNOIDAStateUTTAR PRADESHDistrictGautam Buddha NagarGST No. of Seller03AAICM5508J1ZIGST No. of Buyer09AAMCA0123H1ZYhsnCode39021000invno25015341Bank Account No001581400000054IFSC CodeYESB0000015Principal Amount(₹)1323750GST Amount(₹)238275Sales date2025-04-16CancelConfirm,Filled,"×
Error
Sales to registered PWP is not allowed !"
2026-05-27T07:21:34.770Z,194,25015345,2025-04-16,15,Unregistered,PEECO POLYTECH PRIVATE LIMITED,03AAICM5508J1ZI,06AAECP9388H2ZV,Confirm Entered Details×Please check and confirm the following details. These details cannot be changed later.Registration TypeUnregisteredQuantity Sold(MT)15Name of the EntityPEECO POLYTECH PRIVATE LIMITEDAddressSONIPATStateHARYANADistrictSonipatGST No. of Seller03AAICM5508J1ZIGST No. of Buyer06AAECP9388H2ZVhsnCode39021000invno25015345Bank Account No001581400000054IFSC CodeYESB0000015Principal Amount(₹)1230000GST Amount(₹)221400Sales date2025-04-16CancelConfirm,Filled,"×
Error
Sales to registered PWP is not allowed !"
2026-05-27T07:21:40.962Z,195,25015347,2025-04-16,9,Unregistered,SHAKTI PLAST CHEM PRIVATE LIMITED,03AAICM5508J1ZI,07ABKCS4860N1ZN,Confirm Entered Details×Please check and confirm the following details. These details cannot be changed later.Registration TypeUnregisteredQuantity Sold(MT)9Name of the EntitySHAKTI PLAST CHEM PRIVATE LIMITEDAddressNEW DELHIStateDELHIDistrictNew DelhiGST No. of Seller03AAICM5508J1ZIGST No. of Buyer07ABKCS4860N1ZNhsnCode39021000invno25015347Bank Account No001581400000054IFSC CodeYESB0000015Principal Amount(₹)712560GST Amount(₹)128260.8Sales date2025-04-16CancelConfirm,Filled,"×
Error
Sales to registered PWP is not allowed !"
